1928 in Chile	['events in a specific year or time period']	The following lists events that happened during 1928 in Chile.
Manuel Franco	['lawyer', 'politician']	Manuel Franco (July 9, 1871 – June 5, 1919) was President of Paraguay from August 15, 1916 to June 5, 1919.
Funar	['suco of East Timor']	Funar is a suco in the northwest of Laclubar subdistrict (Manatuto District, East Timor).
Big Maria Mountains	['mountain range']	The Big Maria Mountains are located in the southeastern part of the U.
Donny Benét	['singer', 'songwriter']	Donny Benét is a Sydney based solo recording artist.
Jablonov	['municipality of Slovakia']	Jablonov is a village and municipality in Levoča District in the Prešov Region of central-eastern Slovakia.
Parma Calcio 1913	['association football club']	Parma Calcio 1913, commonly referred to as Parma, is an Italian football club based in Parma, Emilia-Romagna.
Kenpō	['martial arts']	Kenpō (拳法) is the name of several Japanese martial arts.
Kucbork	['human settlement', 'village of Poland']	Kucbork [ˈkut͡sbɔrk] (German: Kutzburg) is a village in the administrative district of Gmina Wielbark, within Szczytno County, Warmian-Masurian Voivodeship, in northern Poland.
Lindenmuth	['Wikimedia list of persons by surname (P734)']	Lindenmuth is a surname.
Gustav Humbert	['mechanical engineer']	Gustav Humbert (born February 1950 in Celle, West Germany) is the former Chief executive officer and President of Airbus SAS, and a former member of the EADS Executive Committee.
Americas Paralympic Committee	['organization']	Americas Paralympic Committee (acronym: APC; Spanish: Comité Paralímpico de Américas) is an international IPC regional committee which represents the current 26 National Paralympic Committees of the North American and South American continents.
Brocēni	['city under municipality jurisdiction in Latvia']	Brocēni (pronunciation ; German: Brotzen) is a town in southern Latvia along the river Ciecere in Brocēni Municipality.
Giovanni Peri	['economist']	Giovanni Peri (born September 19, 1969 in Perugia, Italy) is an Italian-born American economist who is Professor and Chair of the Department of Economics at the University of California, Davis, where he directs the Temporary Migration Cluster.
Candida parapsilosis	['taxon']	Candida parapsilosis is a fungal species of yeast that has become a significant cause of sepsis and of wound and tissue infections in immunocompromised people.
Baljevac na Ibru	['human settlement']	Baljevac (Serbian Cyrillic: Баљевац), also known as Baljevac na Ibru, is a town in western Serbia.
Timeline of the premiership of Narendra Modi	['timeline']	The following is a timeline of the Premiership of Narendra Modi from his inauguration as Prime Minister of India on 26 May 2014 till now.
Kalonymus ben Kalonymus	['writer', 'rabbi']	Kalonymus ben Kalonymus ben Meir (Hebrew: קלונימוס בן קלונימוס), also romanized as Qalonymos ben Qalonymos or Calonym ben Calonym, also known as Maestro Calo (Arles, 1286 – died after 1328) was a Jewish philosopher and translator from Hachmei Provence (now Provence, France).
Human coronavirus NL63	['taxon']	Human coronavirus NL63 or HCoV-NL63 is a species of Alphacoronavirus that was identified in late 2004 in a seven-month-old child with bronchiolitis in the Netherlands.
Chilean Sea	['sea']	The Chilean Sea is the portion of the Pacific Ocean lying west of the Chilean mainland.
Saint-Léger-du-Bois	['commune of France']	Saint-Léger-du-Bois is a commune in the Saône-et-Loire department in the region of Bourgogne in eastern France.
Abacetus decorsei	['taxon']	Abacetus decorsei is a species of ground beetle in the subfamily Pterostichinae.
Glenkiln Sculpture Park	['sculpture garden', 'sculpture trail']	Glenkiln Sculpture Park was a sculpture landscape in the historic county of Kirkcudbrightshire in Dumfries and Galloway, south-west Scotland.
Blake Young-Fountain	['actor', 'model']	Blake Young-Fountain (born Sept 13, 1981) is an American actor and producer.
Casey Kingsland	['racing driver']	Casey Kingsland (born December 14, 1984) is an American professional stock car racing driver.
Metrosideros carminea	['taxon']	Metrosideros carminea (Carmine rātā, Crimson rātā or in Māori akakura) is a forest liane or vine that is endemic to New Zealand.
Gordonia lacunae	['taxon']	Gordonia lacunae  is a bacterium from the genus of Gordonia which has been isolated from soil from the Plettenberg Bay in South Africa.
60,000	['natural number', 'composite number', 'even number']	60,000 (sixty thousand) is the natural number that comes after 59,999 and before 60,001.
Peoria Chiefs	['baseball team']	The Peoria Chiefs are a Minor League Baseball team of the Midwest League and the Class A affiliate of the St.
Pronleroy	['commune of France']	Pronleroy is a commune in the Oise department in northern France.
Thomas Maschmeyer	['chemist']	Thomas Maschmeyer  is an Australian chemist and a Professor of Chemistry at the University of Sydney.
Shyam Sundar Baishnab	['singer']	Shyam Sundar Baishnab (died 4 December 2000) was a Bangladeshi folk singer.
Mongolostegus	['fossil taxon']	Mongolostegus is a genus of stegosaur from the Early Cretaceous (Aptian-Albian) of Mongolia.
Rockchapel GAA	['sports club']	Rockchapel GAA is a Gaelic Athletic Association club based in the village of Rockchapel in the North West of County Cork, Ireland which forms part of the parish of Rockchapel and Meelin.
1954 Bulgarian Cup Final	['association football match']	The 1954 Bulgarian Cup Final was the 14th final of the Bulgarian Cup (in this period the tournament was named Cup of the Soviet Army), and was contested between CSKA Sofia and Slavia Sofia on 7 November 1954 at Vasil Levski National Stadium in Sofia.
José Pedro Díaz	['writer', 'poet', 'professor', 'literary critic', 'essayist']	José Pedro Díaz (January 12, 1921 - July 3, 2006) was a Uruguayan essayist, educator and writer.
Coleophora telonica	['taxon']	Coleophora telonica is a moth of the family Coleophoridae.
Vikram Shankar	['film director']	Vikram Shankar (born 17 December 1980) is an Indian director and producer who is known for his work in the Indian film and television industry.
Brezovica Žumberačka	['human settlement']	Brezovica Žumberačka is a settlement in Croatia, part of the Town of Ozalj in Karlovac County.
Athetis lineosa	['taxon']	Athetis lineosa is a moth of the  family Noctuidae.
Cronicombra granulata	['taxon']	Cronicombra granulata is a species of sedge moths in the genus Cronicombra.
Italian Restaurant	['television series']	Italian Restaurant is an Italian comedy television series.
Jamey Marth	['scientist']	Jamey Marth, Ph.
Purila Manor	['manor']	The original Purila Manor was first mentioned in 1513.
Otoglossa	['taxon']	Otoglossa is a genus of beetles in the family Carabidae, containing the following species: Otoglossa nevermanni (Liebke, 1927) Otoglossa subviolacea Mateu, 1961 Otoglossa tuberculosa Chaudoir, 1872   == References ==.
Farnham Creek	['river']	Farnham Creek is a stream in the U.
Furuset	['neighborhood']	Furuset  is residential and suburban area,  situated in the northeast of Oslo, Norway.
Allegheny Trail	['trail']	The Allegheny Trail is a 330-mile (530 km) hiking trail that passes through the Allegheny Mountains in West Virginia, United States.
Ljubo Nenadić	['association football player']	Ljubo Nenadić (Serbian Cyrillic: Љубo Heнaдић; born 29 April 29, 1986) is a Serbian football defender, playing for Radnički Kragujevac.
The Wind Blows Round	['film']	The Wind Blows Round (Italian: Il vento fa il suo giro) is a 2005 Italian drama film directed by Giorgio Diritti.
Persian Gulf Residential Complex	['human settlement']	Persian Gulf Residential Complex (Persian: كمپمسكوني خليج فارس‎ – Kampam Saḵūnī Khelīj-e Fārs) is a village in Gachin Rural District, in the Central District of Bandar Abbas County, Hormozgan Province, Iran.
Lucrécia	['municipality of Brazil']	Lucrécia is a municipality in the state of Rio Grande do Norte in the Northeast region of Brazil.
Dead Cities	['abandoned village', 'archaeological site']	The Dead Cities (Arabic: المدن الميتة‎) or Forgotten Cities (Arabic: المدن المنسية‎) are a group of 700 abandoned settlements in northwest Syria between Aleppo and Idlib.
Rob Frayne	['saxophonist', 'jazz musician']	Rob Frayne (born 1957) is a Canadian jazz saxophonist, arranger and bandleader based in Ottawa, Ontario.
Mollahasan, Göle	['human settlement']	Mollahasan, Göle is a village in the District of Göle, Ardahan Province, Turkey.
Peraustrínia 2004	['film']	Peraustrínia 2004 is a Spanish animation movie.
Institute for Jewish Policy Research	['think tank']	The Institute for Jewish Policy Research (JPR), founded as the Institute of Jewish Affairs, is a London-based research institute and think tank.
Balázs Csillag	['athletics competitor']	Balázs Csillag (born 5 March 1979) is a Hungarian long-distance runner.
Pierre Fisson	['writer']	Pierre Fisson, (1918 in Tbilisi in Georgia – July 2013), was a French writer, laureate of the Prix Renaudot in 1948.
Spatholirion	['taxon']	Spatholirion is a genus of climbing or rosette monocotyledonous flowering plants in the dayflower family.
Metropolitan-Suburban Province	['electoral province of Western Australia']	The Metropolitan-Suburban Province was a three-member electoral province of the Western Australian Legislative Council, located in the metropolitan region of Perth.
Bulgarian National Union – New Democracy	['political party']	Bulgarian National Union – New Democracy (BNU-ND) (Bulgarian: БНС-НД) is an ultranationalist political party based in Sofia, Bulgaria.
Rowse Honey	['business']	Rowse Honey Ltd is a United Kingdom honey manufacturer.
Ropica fruhstorferi	['taxon']	Ropica fruhstorferi is a species of beetle in the family Cerambycidae.
Desulfotomaculum	['taxon']	Desulfotomaculum is a genus of Gram-positive, obligately anaerobic soil bacteria.
Fairchild family	['family']	The Fairchild family has long roots in  New England, United States.
Trichiotinus assimilis	['taxon']	Trichiotinus assimilis, known generally as the hairy flower scarab or flower chafer, is a species of scarab beetle in the family Scarabaeidae.
Jörg Helmdach	['amateur wrestler']	Jörg Helmdach (born 28 November 1964) is a German wrestler.
Monsireigne	['commune of France']	Monsireigne is a commune in the Vendée department in the Pays de la Loire region in western France.
Trindlemoss Loch	['lake']	Trindlemoss Loch, Scott's / Scot's Loch or the Loch of Irvine was situated in a low-lying area running from Ravenspark to near Stanecastle and down to Lockwards, now represented only by the playing fields off Bank Street in the Parish of Irvine, North Ayrshire, Scotland.
Battista Mombrini	['painter', 'sculptor']	Battista Mombrini (born 10 January 1944 in Treviglio) is an Italian painter and sculptor.
Jezebel	['priest', 'human biblical figure']	Jezebel (, Hebrew: אִיזֶבֶל) was the daughter of Ithobaal I of Sidon and the wife of Ahab, King of Israel, according to the Book of Kings of the Hebrew Bible (1 Kings 16:31).
Antissa	['ancient city']	Antissa (Ancient Greek: Ἄντισσα) was a city of the island Lesbos (Lesvos), near to Cape Sigrium, the western point of Lesbos.
Saqqez	['city of Iran']	Saqqez (Persian: سقز‎), also known as Saghez, Saqez, Saqqiz, Saqiz, and Sakīz, is a city which is the capital of Saqqez County, Kurdistan Province, Iran.
Whittingham Hospital	['psychiatric hospital', 'former hospital']	Whittingham Hospital was a psychiatric hospital in the parish of Whittingham, near Preston, Lancashire, England.
